   9.8174773156642922E-004   9.9999997764825821E-003
   1.9634954631328584E-003   9.9999981701015556E-003
   2.9452431946992877E-003   9.9999885318176086E-003
   3.9269909262657169E-003   9.9999692552609522E-003
   4.9087386578321457E-003   9.9999403404496499E-003
   5.8904863893985753E-003   9.9999017874113118E-003
   6.8722341209650050E-003   9.9998535961830989E-003
   7.8539818525314338E-003   9.9997957668114569E-003
   8.8357295840978626E-003   9.9997282993521258E-003
   9.8174773156642914E-003   9.9996511938701300E-003
   1.0799225047230722E-002   9.9995644504397886E-003
   1.1780972778797151E-002   9.9994680691447065E-003
   1.2762720510363579E-002   9.9993620500777782E-003
   1.3744468241930010E-002   9.9992463933411876E-003
   1.4726215973496439E-002   9.9991210990464097E-003
   1.5707963705062868E-002   9.9989861673142038E-003
   1.6689711436629298E-002   9.9988415982746239E-003
   1.7671459168195725E-002   9.9986873920670082E-003
   1.8653206899762156E-002   9.9985235488399844E-003
   1.9634954631328583E-002   9.9983500687514711E-003
   2.0616702362895013E-002   9.9981669519686716E-003
   2.1598450094461444E-002   9.9979741986680800E-003
   2.2580197826027871E-002   9.9977718090354783E-003
   2.3561945557594301E-002   9.9975597832659326E-003
   2.4543693289160732E-002   9.9973381215638039E-003
   2.5525441020727159E-002   9.9971068241427319E-003
   2.6507188752293590E-002   9.9968658912256494E-003
   2.7488936483860020E-002   9.9966153230447736E-003
   2.8470684215426447E-002   9.9963551198416108E-003
   2.9452431946992878E-002   9.9960852818669500E-003
   3.0434179678559305E-002   9.9958058093808696E-003
   3.1415927410125735E-002   9.9955167026527340E-003
   3.2397675141692166E-002   9.9952179619611919E-003
   3.3379422873258596E-002   9.9949095875941779E-003
   3.4361170604825020E-002   9.9945915798489125E-003
   3.5342918336391450E-002   9.9942639390318989E-003
   3.6324666067957881E-002   9.9939266654589277E-003
   3.7306413799524311E-002   9.9935797594550759E-003
   3.8288161531090742E-002   9.9932232213546975E-003
   3.9269909262657166E-002   9.9928570515014341E-003
   4.0251656994223596E-002   9.9924812502482120E-003
   4.1233404725790027E-002   9.9920958179572378E-003
   4.2215152457356457E-002   9.9917007550000044E-003
   4.3196900188922888E-002   9.9912960617572835E-003
   4.4178647920489318E-002   9.9908817386191295E-003
   4.5160395652055742E-002   9.9904577859848791E-003
   4.6142143383622172E-002   9.9900242042631499E-003
   4.7123891115188603E-002   9.9895809938718404E-003
   4.8105638846755033E-002   9.9891281552381295E-003
   4.9087386578321464E-002   9.9886656887984756E-003
   5.0069134309887887E-002   9.9881935949986175E-003
   5.1050882041454318E-002   9.9877118742935714E-003
   5.2032629773020748E-002   9.9872205271476361E-003
   5.3014377504587179E-002   9.9867195540343841E-003
   5.3996125236153610E-002   9.9862089554366672E-003
   5.4977872967720040E-002   9.9856887318466158E-003
   5.5959620699286464E-002   9.9851588837656362E-003
   5.6941368430852894E-002   9.9846194117044103E-003
   5.7923116162419325E-002   9.9840703161828970E-003
   5.8904863893985755E-002   9.9835115977303310E-003
   5.9886611625552186E-002   9.9829432568852190E-003
   6.0868359357118609E-002   9.9823652941953452E-003
   6.1850107088685040E-002   9.9817777102177672E-003
   6.2831854820251470E-002   9.9811805055188135E-003
   6.3813602551817894E-002   9.9805736806740878E-003
   6.4795350283384331E-002   9.9799572362684660E-003
   6.5777098014950755E-002   9.9793311728960943E-003
   6.6758845746517192E-002   9.9786954911603894E-003
   6.7740593478083616E-002   9.9780501916740417E-003
   6.8722341209650040E-002   9.9773952750590068E-003
   6.9704088941216477E-002   9.9767307419465125E-003
   7.0685836672782901E-002   9.9760565929770551E-003
   7.1667584404349338E-002   9.9753728288003995E-003
   7.2649332135915762E-002   9.9746794500755760E-003
