           1 -0.38196601125010515       0.27639320225000941     
           2 -0.38196601125010515       0.27639320225005154     
           3 -0.38196601125010515       0.27639320224994118     
           4 -0.38196601125010515       0.27639320225023006     
           5 -0.38196601125010515       0.27639320224947372     
           6 -0.38196601125010515       0.27639320225145386     
           7 -0.38196601125010515       0.27639320224626979     
           8 -0.38196601125010515       0.27639320225984182     
           9 -0.38196601125010515       0.27639320222430991     
          10 -0.38196601125010515       0.27639320231733355     
          11 -0.38196601125010515       0.27639320207379453     
          12 -0.38196601125010515       0.27639320271138795     
          13 -0.38196601125010515       0.27639320104214671     
          14 -0.38196601125010515       0.27639320541227708     
          15 -0.38196601125010515       0.27639319397112727     
          16 -0.38196601125010515       0.27639322392444621     
          17 -0.38196601125010515       0.27639314550563915     
          18 -0.38196601125010515       0.27639335080874144     
          19 -0.38196601125010515       0.27639281331824161     
          20 -0.38196601125010515       0.27639422048663886     
          21 -0.38196601125010515       0.27639053647194700     
          22 -0.38196601125010515       0.27640018134762540     
          23 -0.38196601125010515       0.27637493073528197     
          24 -0.38196601125010515       0.27644103769663386     
          25 -0.38196601125010515       0.27626796742492160     
          26 -0.38196601125010515       0.27672107127870643     
          27 -0.38196601125010515       0.27553482998906420     
          28 -0.38196601125010515       0.27864045000420612     
          29 -0.38196601125010515       0.27050983124842265     
          30 -0.38196601125010515       0.29179606750063114     
          31 -0.38196601125010515       0.23606797749978903     
          32 -0.38196601125010515       0.38196601125010682     
          33 -0.38196601125010515       -4.4498267360462912E-015
          34 -0.38196601125010515        1.1649797639017197E-014
          35 -0.38196601125010515       -3.0499566181005301E-014
          36 -0.38196601125010515        7.9848900903998705E-014
          37 -0.38196601125010515       -2.0904713653099082E-013
          38 -0.38196601125010515        5.4729250868897376E-013
          39 -0.38196601125010515       -1.4328303895359305E-012
          40 -0.38196601125010515        3.7511986599188177E-012
          41 -0.38196601125010515       -9.8207655902205222E-012
          42 -0.38196601125010515        2.5711098110742751E-011
          43 -0.38196601125010515       -6.7312528742007735E-011
          44 -0.38196601125010515        1.7622648811528045E-010
          45 -0.38196601125010515       -4.6136693560383365E-010
          46 -0.38196601125010515        1.2078743186962206E-009
          47 -0.38196601125010515       -3.1622560204848282E-009
          48 -0.38196601125010515        8.2788937427582646E-009
          49 -0.38196601125010515       -2.1674425207789966E-008
          50 -0.38196601125010515        5.6744381880611637E-008
          51 -0.38196601125010515       -1.4855872043404495E-007
          52 -0.38196601125010515        3.8893177942152322E-007
          53 -0.38196601125010515       -1.0182366178305247E-006
          54 -0.38196601125010515        2.6657780740700511E-006
          55 -0.38196601125010515       -6.9790976043796283E-006
          56 -0.38196601125010515        1.8271514739068835E-005
          57 -0.38196601125010515       -4.7835446612826879E-005
          58 -0.38196601125010515        1.2523482509941181E-004
          59 -0.38196601125010515       -3.2786902868540854E-004
          60 -0.38196601125010515        8.5837226095681382E-004
          61 -0.38196601125010515       -2.2472477541850330E-003
          62 -0.38196601125010515        5.8833710015982850E-003
          63 -0.38196601125010515       -1.5402865250609823E-002
          64 -0.38196601125010515        4.0325224750231183E-002
          65 -0.38196601125010515      -0.10557280900008373     
          66 -0.38196601125010515       0.27639320225002001     
          67 -0.38196601125010515       0.27639320225002378     
          68 -0.38196601125010515       0.27639320225001379     
          69 -0.38196601125010515       0.27639320225003988     
          70 -0.38196601125010515       0.27639320224997166     
          71 -0.38196601125010515       0.27639320225015024     
          72 -0.38196601125010515       0.27639320224968278     
          73 -0.38196601125010515       0.27639320225090652     
          74 -0.38196601125010515       0.27639320224770264     
          75 -0.38196601125010515       0.27639320225609060     
          76 -0.38196601125010515       0.27639320223413072     
          77 -0.38196601125010515       0.27639320229162245     
          78 -0.38196601125010515       0.27639320214110707     
          79 -0.38196601125010515       0.27639320253516148     
          80 -0.38196601125010515       0.27639320150351365     
          81 -0.38196601125010515       0.27639320420440272     
          82 -0.38196601125010488       0.27639319713338328     
          83 -0.38196601125010315       0.27639321564555208     
          84 -0.38196601125009139       0.27639316718006163     
          85 -0.38196601125001095       0.27639329406434077     
          86 -0.38196601124945917       0.27639296187683288     
          87 -0.38196601124567747       0.27639383155397390     
          88 -0.38196601121975732       0.27639155470249521     
          89 -0.38196601104209799       0.27639751552795033     
          90 -0.38196600982440287       0.27638190954773872     
          91 -0.38196600147819659       0.27642276422764223     
          92 -0.38196594427244585       0.27631578947368424     
          93 -0.38196555217831812       0.27659574468085102     
          94 -0.38196286472148544       0.27586206896551724     
          95 -0.38194444444444442       0.27777777777777779     
          96 -0.38181818181818183       0.27272727272727271     
          97 -0.38095238095238093       0.28571428571428570     
          98 -0.37500000000000000       0.25000000000000006     
          99 -0.33333333333333331       0.33333333333333331     
